"CSZX","城市之星"
"WGB708","厦门飓风货运代理有限公司业务部"
"SHCHUANYAN","上海传焱物流有限公司"
"YANGYANGLIN1588","深圳市声之源电声器材有限公司"
"XINGHUOLIAOYUAN168","星火燎原物流有限公司"
"JIXINTRADE","天津市吉鑫工贸有限公司"
"YEYUTINGHE","济宁鑫达物流中心"
"RAOYANPING","东莞市万江鹏程货运部"
"JIAXINGHUOYUN2011","北京佳兴货运物流中心"
"HUANG8871200","深圳市南山区柏中国际贸易固定器材有限公司"
"FEIQIUQIU66","新邦物流东莞茶山营业部"
"DGHYDWL","深圳市鸿越达货运代理部"
"XFZLSDWL","襄阳市中联速达物流有限公司"
"ZHOGGUANGHUOYUN","刘海（个体）"
"HUOYUN1688","无锡市绅宜运输有限公司  "
"TJLHHY","蓝海宏业（天津）物流有限公司"
"GZZYYX","智雅油轩艺术有限公司"
"MATTO1233","上海脉拓国际物流有限公司"
"LAKESMITH","北京隆泰天海顺货运信息咨询服务有限公司"
"SHUENFA364093744","胜陵吊粒模具厂"
"GU123888","故城县腾隆机械配件有限公司"
"WANGSHAOGUE","湖南省临澧县澧水货运站有限责任公司"
"KSJIALIHUOYUN","昆山佳利货运有限公司"
"XINLI111111","东莞市常平新立塑胶原料经营部"
"LUOYONG1698","深圳市龙岗区平湖合力锋机械设备部"
"JZN56","青岛金中诺物流有限公司"
"WQS1985722","陈雪"
"QL5566","青岛昭阳国际货运代理有限公司销售部"
"LCYXZY","聊城市东昌府区运星纸业批发部"
"DONNAZQWULIU","苏州工业园区中汽物流有限公司"
"PUHUATIANDIWULIU","普华天地物流有限责任公司"
"ZHOUYI0756","珠海市百安物流有限公司广州分公司"
"KEYW851014","国鹏物流有限公司"
"DAREN990","56物流"
"LINDA20100114","东莞市金跃货运代理有限公司"
"JWPDJ","王博（个体经营）"
"HAOXIANG658","东台市昊祥纺织品有限公司"
"ZZGUOLIAN","漳州市国联物流有限公司"
"HUIFENGZH","风格物流公司"
"YLBDESIGN","俞立波"
"SHSHWULIU","上海双鹤货运代理有限公司"
"SZBTR","深圳市柏特瑞电子有限公司"
"LUSHENGSHIYE2011","浙江陆盛实业有限公司"
"JCYS02","嘉兴市景程运输有限公司"
"YUCHENNJL","上海裕晨农家乐专业合作社"
"FANGYUAN0529","ALI-INC"
"CHINAZHONGMA","乐清市中马电气有限公司"
"HZCHANGDA123","杭州东润货运有限公司"
"HAOTONG0769","东莞市长安浩通模具五金经营部"
"LMXFYQ","龙门县雄辉牙签厂"
"SZYHHXC","越航国际物流有限公司 中港事业部"
"CONSIDERLSL","西安卓远物流有限公司"
"OURSHIPMENT","上海仲义国际货物运输代理有限公司"
"BDZHUXIAOQIANG","九运物流"
"HZJYGJ","杭州佳音国际货运代理有限公司"
"SOPHEY88","慧谷工业设计园"
"TANGZHIYI4","深圳市为同行货运代理有限公司"
"JINDAOWULIU","金道物流公司"
"JILIMING2012","生态鸡养殖公司"
"ZFBWU2365086","狮峰货运"
"CHENMINTIE","苍南县龙港德宝无纺布袋加工厂"
"YINYICAI007","佛山市宝柯斯金属制品有限公司"
"LIHUIQIAN2012","深圳市中兆物流有限公司客户部"
"REALMQIU","上海圣东国际物流有限公司"
"TCGL2000","宁波市海曙天星物流有限公司"
"XHGWL2011","广州市新恒广物流有限公司"
"ATFFSG","盐城市安泰高空修建防腐有限公司"
"XIAOMAHUI","曜辉塑胶有限公司"
"XIEMIN992010","谢敏"
"AZHANGWEI1989","广州市天河区沙河亿天服装店"
"CNY80286","济南货运代理公司(个体经营)"
"KEEPSLEEP","山西聚邦物流服务有限公司"
"DHLFYP","福建德化联丰工艺玩具公司"
"GANQIDE2011","广西玉林市永诚畜牧器械商贸有限公司"
"ZS3187056","赵嵩(个体经营)"
"QJHKGS","重庆强劲商贸有限公司"
"JAYSON1688","厦门通洲物流投资有限公司"
"LIJINMEI1981","杭州石大路货运市场西楚货运信息服务部"
"YZSP0579","东阳市白云樱子饰品加工厂"
"ZHONGYUDA1","深圳市中宇达贸易有限公司"
"ZB7726","福州原子速递有限公司"
"BIDLONG2012","深圳市海格物流股份有限公司"
"QHJOB","广州青航货运代理有限公司"
"CMHWL","北京诚明辉物流有限公司"
"WJTAOCI","福建省德化伟杰陶瓷有限公司"
"CALLSFEHZ","杭州朗开电子科技有限公司"
"HENGHUAJD","肇庆市鼎湖区恒华机电设备有限公司"
"LEIYE009","吕银飞"
"SOLIDTIRE","青岛艾芬特工贸有限公司"
"FORRUXUE","无锡华苏电子商务有限公司"
"PHHESHUN","平湖禾顺五金厂"
"WANG051087483866","宜兴市丁蜀镇伟豪货运配载服务部"
"QHFHUOYUN8","深圳市乾海丰国际货运代理有限公司"
"UFFFNXKWO","兰志强（个体经营）"
"ZHANGYONGCHANG2012","江西昌顺物流有限公司广州白云区分公司"
"ZXCVBNMZYY1","广州志源物流有限公司"
"ITSD0574","慈溪市浒山法斯特货物运输代理服务部"
"RAOMINGCAI2011","同鑫物流有限公司"
"YS66612","广州天宇物流货物运输有限公司"
"MTWL5555","深圳市鑫广联合物流有限公司"
"LCW309991000","福州市捷递物流有限公司"
"HOAUTJ03","天地华宇物流有限公司天津武清区分公司"
"TUJIYONG","青岛 网商天下信息技术有限公司"
"XINXIN2458550","金华名邦货运代理有限公司"
"PUYANGWULIU","汕头市普阳货运代理有限公司"
"LUOZHONGFA","天羽"
"SF763547","贵州勇拓物流有限公司"
"IVENXU2010","深圳市首购电子有限公司"
"HANMATAI","韩雁兵"
"TTXLB2011","喜乐宝公司"
"CDYMSFS","武侯区优尚美服饰店"
"BJJXWL","北京市石景山区建材运输"
"TANGYANGMI","广东湛江印刷"
"NIHEN369","吴锐"
"MOREFREE2012","上海思珍生物技术有限公司（马飞销售部）"
"XINWANGWULIU","博罗县石湾镇鑫旺代理货运服务部"
"SANGGG","深圳市三国电子有限公司"
"ALI2797","上海赣荣物流有限公司"
"ZSFB","上海王五幸福实业有限公司"
"JINGXIANXUN","北京波务科技有限公司"
"XASLSW","西安赛灵生物科技有限公司"
"DGCHANGSHUN56","东莞市万江昌顺货运部"
"JNXLTWL","高天鹰（个人会员）"
"TENGYAO1981","杭州美达有限公司"
"SHIJINMI128","洛阳玩具店"
"YYF13379580539","山丹丹枣业"
"MEIHANZZP","珠海市香洲美涵针织品批发商行"
"ZZLBZYP","宁波江北洲之龙包装用品有限公司"
"QDJRWM","张希凤（个体经营）"
"RD12995","长沙县湘龙首选货运站"
"JPNFMJ","汕头金平区环宇货运站"
"HUDONGCAN99","浙江鑫源灯具有限公司"
"B130321654","德邦物流"
"JTBGH88","中特（天津）货运代理有限公司"
"MADAIQING","四川天利和国际货运代理有限公司"
"WM580230","常州市钟楼区五星盛博货运服务部"
"LIU36688","阳东县恒利五金制品有限公司"
"PINJIAWULIU","东莞市品嘉实业投资有限公司"
"DTWEIYE","东台伟业非织造布有限公司"
"LM771314","深圳市神州通物流股份有限公司"
"HUANGYALI2012","广州市天河区沙河丹尼服饰店"
"QIANGQIANG1736","闫强科技有限公司"
"HKWYJJ","武汉宏开包装材料有限公司"
"EXBTRFBT","飞斯特运通股份有限公司"
"HOAUDGM34","广州万隆华江物流运输有限公司东莞上沙分公司"
"CAIMINGBEI","蔡明杯（个人）"
"ZHANGCHUANBO617","广州市禾润物流有限公司（市场部）"
"YIGEMAIL","合肥合纵连横货运有限公司"
"YUZHENGMAMA","中外运空运发展股份有限公司"
"KSHF56","昆山市恒丰快运有限公司"
"SY309918768","广西英吉货运有限公司"
"SXHN6000","山西华诺国际贸易有限公司"
"XIEYINGGUANG2010","广州明珠物流有限公司业务部"
"WANGZHE89","商贸公司（个体经营）"
"QQ3685044","建新物流公司"
"CUIMINRUI","苏州快而捷货运有限公司"
"HKADSFZ","福州安第斯货运代理有限公司"
"HZFQBZ21502","杭州富企纸塑包装有限公司"
"KOBE8698","义乌市宏瑞服饰有限公司"
"JYBY1688","南昌金义笔业有限公司"
"MACROS2011","缪志宏公司"
"BABY45K","南方货运站"
"CSLYQ","常山县长运物流有限公司"
"QINGYUNYIYUAN","个体经营"
"COCOCAN","义乌金驰货运代理有限公司"
"YLZDGYPC","天台县意瑞汽车用品厂"
"LOVEBIAO198726","青岛富润徳物流有限公司"
"GUOSHIHUOYUN","苏州郭氏货运有限公司"
"LISHIWULIU88","上海贵祥物流有限公司"
"KJHG1982","云南省景洪东风农场"
"ABCYANGGUANG2011","中圳物流有限公司"
"JLJY025","江苏金陵交运集团国际物流有限公司"
"NCMH86228890","东莞市南城鸣航货运代理部"
"YYKKELLY","AMY服饰"
"KOKILA01","深圳市景华峰货运代理有限公司珠海分公司"
"FSJZQMY","佛山市金泽强贸易有限公司"
"JINXIN56","江苏省丹阳市金鑫物流公司"
"CENHONGXING","洪兴工艺品公司"
"ZHOUJUNCHEN1990","广州晨阳服装有限公司"
"ZHIYUWULIU","上海紫煜货运代理有限公司"
"HRBYTWL","哈尔滨宇通货物运输有限公司"
"QQ4031382","王兴宇"
"CHARLES235813","上航万航国际物流有限公司"
"PUR1987","力达商贸"
"WZSZFWL","温州市志方物流服务有限公司"
"WHSHINEBEST","武汉鑫贝思特物流有限公司"
"GCHDWL","广昌县恒达物流有限公司"
"ZHUJL95","深圳市华之慧科技有限公司."
"CNJIEGOU","义乌市捷购贸易有限公司"
"JLWL006","广州市健朗物流有限公司"
"SUPERNIU2012","鸿凯国际货运代理有限公司"
"WJBJW","丽韩美淘服饰（个体经营）"
"YHLLOVEDLL","深圳市海陆空国际货运代理有限公司"
"JPR01","中山市港鑫物流有限公司"
"JYZGM","乌海市中蒙润金农业开发有限公司"
"HAOMING899","深圳市尚派物流有限公司"
"SHENGLONGLIWEI","盛隆电气集团有限公司（武汉分公司）"
"YUN17745","义乌市绳云电子商行"
"WULIU009","中山火炬开发区冲港货运代理服务部"
"ADELLEE33","浙江杭州流行服饰有限公司"
"UNITYBROTHER5188","深圳市锦丰信贸易有限公司"
"QUANXINALI","张继波（个体营销）"
"DIHUI56GZ","广州市缔惠物流有限公司"
"WINGS0629","林钟雄(个体经营)"
"INSANEFINDING","无锡众安货运有限公司"
"TJHTTF2008","天津市华泰腾飞钢材贸易有限公司"
"T629001","上海怡盟贸易有限公司"
"DGJUNKAI88","东莞市万江军凯货运代理部"
"YANGZHOUHONGXIANG","扬州市邗江杭集宏跃货物运输信息服务部"
"SXH2017","宁波江北三利物流有限公司"
"GDKUAIDI","广东快的物流有限公司"
"BAMENGTE2011","通城县好又多超市连锁有限公司杭州余杭区仓前镇仓兴街加盟店"
"DYAX56","德阳安迅物流配载中心"
"SSLSHZ","新疆大汗铁骑物流有限公司"
"HYHYWZ","衡阳市恒宜物资贸易有限公司"
"LIDF758","湖南紫网科技有限公司"
"CSFFD","东莞市茶山方方达货运代理服务部"
"HUCOL","刘小良（个体经营）"
"FU00623","上海顶鼎物流有限公司"
"GZCHENGTONG","广州市诚通物流有限公司"
"XIAOYAO1110","郑州高新区计算机信息管理技术有限公司"
"CHAOXIANG02156","上海超翔货运服务有限公司"
"XIONG154598514","苏州传邦物流有限公司"
"BCLTCL","苏州人从众物流运输公司"
"BJAOSENWULIU","北京奥森伟业物流有限公司"
"MHYCW694","仙桃市四新卫生防护用品厂"
"WXTC616","谢克锋 "
"SZYNDZ","东莞市力基机电科技有限公司"
"LJF768899","上海锋申物流有限公司"
"SZZL1688","深圳市尊龙货运代理有限公司"
"WXTONGLI56","定南通利物流有限公司"
"CZSTLYS","常州市升平物流有限公司"
"LUOYUNCAIWULIU","廖海英"
"HEYI56","上海和谊物流有限公司"
"JUNYIWULIU","上海君易物流有限公司"
"SUIZHOULXX","中山市金华莎灯饰厂"
"SDHWL022","深圳市广域通物流有限公司"
"LIULI1019417379","日照日丰物流有限公司"
"TTAA1221","舞钢市寺坡陈芬小商品店"
"EIVISCD","江宁物流无锡有限公司"
"W182066656","西安富达物流有限责任公司"
"WANLIWULIU1","长沙万里物流有限责任公司"
"XIANLONGRAO1818","桐庐风行物流有限公司"
"SGNYQ","郑州市鑫建货运公司"
"XINRUIDAWEIYE","青岛鑫锐达伟业商贸有限公司"
"SENYEHUAMU","沭阳县森业花木园艺中心"
"AAA170930X8","极速轨道商贸有限公司"
"SZTXYWLM","深圳市同心达电子数码有限公司"
"TOMMYSMT","宁波锦天国际货运代理有限公司（国际物流部）"
"YYFJYP","杨玉颖"
"HEJAIBXGYXGS","梅斌"
"ZHANGZONGBIAO","张宗彪"
"SZQSHY","苏州强胜货运有限公司"
"BCVM","无锡市昌发货运配载服务部"
"HANRUYIK","大连领先物流"
"HZHBWL888","杭州恒邦物流有限公司"
"5925117","蓝器智能有限公司"
"CHENJIEBIN1688","珠海市真心意工艺品有限公司"
"HEDA001","宅急送国际事业部广州国际部"
"DGFUCHENGDA","东莞市富成达货物运输代理有限公司"
"SZCYT56","深圳市创运通物流有限公司"
"LMZSH2011","姜堰市绿明珠生化研究所"
"YUWSADZ","羊山宏大蜂业"
"LSLANDPEACE","深圳市百思特物流有限公司"
"HUI126058330","中山市新文化文体用品有限公司"
"LEXINER2011","东莞市舒特斯印刷有限公司"
"SYYHFZVIP","广州盛裕印花实业有限公司"
"FSJT99","淮安丰硕交通设施有限公司"
"HUITIANXIA56","苏州汇天下物流有限公司"
"JAZZDLLOVER","珠海市金鼎睿丰欧美服装行"
"DIFENGGUO","武功县代家锦之绣手织布专业合作社"
"CLDIANDIAN","河南永林贸易有限公司"
"LSHQFOREVER999","廖少卿（个体经营）"
"WFJSJWL","潍坊急速寄运输有限公司"
"ZJSHUNJIEKEJI","浙江舜杰科技有限公司"
"SZNWQJ","深圳市龙岗区南湾旗俊货运部"
"MJR","梅嘉荣（个体）"
"WEILIANHAI2011","柳州市海儿服饰商行"
"JEACKYY","深圳市鑫德威货运代理有限公司"
"LYZ160550","包头市邦达兴货运信息市场汇丰货运信息部"
"LONGFEIKUAIYUN","南京龙飞物流有限公司"
"YUESHUI7766","台州市粤水渔机养殖设备有限公司"
"GZYCTV","广州宇诚科技有限公司"
"WUHUA56","中山市祥源（物华）物流服务有限公司"
"JUCHUANG56","无锡聚创货运代理有限公司"
"HONGYUANWULIU56","广州弘远物流有限公司业务部"
"MINGYUWL","无锡市崇安区诚德货运代理服务部"
"6000168","义乌顺娟服饰有限公司"
"AIMILLY","上海柚莜实业有限公司"
"KSDDZ1688","福安市康仕达电子有限公司"
"AHZHZ","周华征"
"STKJHWL","抚州市快捷好物流有限公司"
"SUNYAN520888","深圳 锦程科技有限公司"
"HUAHUAN022","天津市华环物流有限公司"
"XIEGUANSHUN","佳县满山红红枣有限责任公司"
"NFDQYJC","电白县水东镇宏宇电器元件厂"
"CNSUNY","广州市天河区天平给力广告装饰材料经营部"
"YZY23112618","上海润易物流有限公司"
"ZPHDQB","邹平明集华栋汽保设备厂"
"WANFENG56","苏州万丰物流有限公司"
"ZHUYONGJIE1","深圳市鹏达运货运代理有限公司"
"SHDINGJING","上海楚基物流有限公司"
"SXHAOYUAN","定襄县蒋村建国起重配件门市部"
"HSHG2005","齐云之子国际货运代理有限公司"
"DOUBLE8903","广州市新邦物理服务有限公司中山古镇冈南分公司"
"JIANHAI817","兄弟服饰有限公司"
"LIXING20108","裕鑫数码有限公司"
"DZ5688","杭州大众危险品运输有限公司"
"A459951310","冉光物流"
"LIUXU862171","刘旭（个人）"
"A780760873","山东潍坊元元有限公司"
"CAIHONGYIQI","高密源泉商务中心"
"LONGTENGSTEEL","上海龙腾经贸发展有限公司"
"GZKADWL","刘英超"
"QINGFANGCAP","广州晴舫帽业有限公司"
"XINYUXINGGUANG1","青岛华冈货运代理有限公司"
"MEI20101128","东莞镒邦物流有限公司"
"LINYUMING52088","漳州馬帮物流有限公司"
"HAOSEJEAN","中山市大涌镇红方格制衣加工场"
"PAUL7558","广州市诚意手机批发行"
"CORPINIT","个体经营"
"YFB","李四（个人）"
"ABBY65","唐山市派法商贸有限公司"
"ELTON0228","上海瀚高国际货运有限公司"
"LIQ97207263","常州市科银物流有限公司"
"JSFYXY","丹阳市开发区飞耀皮鞋厂"
"XHRDICK","深圳鑫宏润货运代理有限公司"
"PPMART","广州翁玛贸易有限公司"
"HY15851724988","淮安市鸿鹰物流有限公司"
"GANNANWL","恒顺货运有限公司"
"ZHANXIANC","杭州测试"
"YANGXU198837","海德国际快递"
"DGXILI","迪欧服饰有限公司"
"SHANJIE868","苏州好运来贸易发展有限公司"
"BIN4343","温州市鹿城区黄龙牵牵之恋皮鞋厂"
"ZHUOYUEHY","何火平"
"ZHANGHUA2009818","山东阳谷华建阿胶责任有限公司"
"YIGELILA03","九江市萨克斯服饰有限公司"
"LAICONGLIANG","广州中亿物流有限公司"
"LISULIANMENG","长沙新万程物流"
"FELIXFUN","方仕林（个体经营）"
"TBZHENGXUEZHI201","郑学志"
"HGK231","王靖忠"
"JIAN1214","浦江县白马镇祝宅塑料包装厂"
"QIIL001","宁波乔普电器有限公司"
"QQ136908690","纳斯利贸易有限公司"
"SHIJIE88909","韩奎道（个人）"
"HAOMEIYINGSHI","义乌市色亮饰品商行"
"SZRY56","苏州日月货运有限公司"
"OUZHOU56","海门市海门镇鑫辉货运配载服务部"
"XYD568","佛山市顺德区翔宇达物流公司"
"KSWULIU","开封市第二运输总公司昆山分公司"
"ZHIQINGYU","深圳市华亿发灯饰配件有限公司"
"KUNSUAUTO","上海坤塑自动化系统有限公司"
"MYTH2366","邵明宇"
"POPKIDS","胡小聪（个体经营）"
"XFHYYCL","杭州雄发货运有限公司快运部"
"DONGMEI20111014","泰兴冬梅手套厂"
"CHERRYKOKO8","东莞市巧妮儿服饰有限公司"
"WJWQ6","衣品堂服饰"
"LI1978JUN","北京四方达物流有限公司"
"LOVE912326","众泰物流运输公司"
"CHUANGANQIZHIJIA","南京市白下区吾尔乐电子电器经营中心"
"GAN3515","兴达货运公司"
"BAVFHPWXF","吴江市新胡纺织有限公司"
"A1720396039","捷美达国际货运代理有限公司一部"
"SUNDAPOST021","上海强讯物流有限公司"
"HZRG56","冉光物流有限公司"
"CSKINGYOUNG","长沙金邦物流有限公司"
"SHQLILY","杭州单洪奇网络科技有限公司"
"JMLX289","江门联翔货运公司"
"HRT110120130","昊辉東洋贸易有限公司"
"JIAZHONGMING1982","北京良业照明工程有限公司-工程部"
"XINGYI0901","徐明明(个体经营)"
"PJCHENJIAN","陈坚（个体经营）"
"LMXUN168","东莞永宏进出口有限公司"
"RUNTONGDA","青岛鹏捷物流有限公司"
"EVINCEVIP","杭州亚星物流有限公司"
"PIJU18","唐建标(个体经营)"
"AIQINHAI010","义乌市爱琴海服装辅料有限公司"
"CHENJ51461936","陈剑    （个体经营）"
"LUOSIDING82010","柳自强"
"CHUCAISHIPIN","广州市出彩饰品行"
"SZJKINFO","深圳市捷快信息技术有限公司"
"RENMAOQIANG1982","山东省交通物流公共信息平台"
"SHANGHAIZANCHEN","上海赞宸国际物流有限公司"
"DKJPNZ","得凯制衣公司"
"CN3335","深圳市创利电动车有限公司"
"MOGUIQING1980","广州千顶树母婴用品有限公司"
"WXXTWL","崇安区鑫泰货运代理服务部"
"SHWL1588","苏州盛宏货物运输有限公司"
"ZBLANGRUN","山东朗润物流有限公司"
"HQWLFZ","上海汉青物流发展有限公司"
"JIAOSE2009","东莞市常平中材货运代理服务部"
"WQMM5120","深圳市环迅货运代理有限公司深圳分公司"
"JNTYWL","济南市天桥区天鹰物流服务部"
"HAOLIANGWU2012","深圳市义山供应链管理有限公司網絡營銷部"
"SUNXINGZHE565761222","孙行宾(个体经营)"
"LIYEFEIALBB","宁波志成德邦物流有限公司海曙区启运路分公司"
"DONGHANWL","广州东瀚物流有限公司"
"XCXINGZHENHUA","鄢陵县华欣建材厂"
"LISUFANG0131","武汉市广和丰商贸有限公司"
"WANGHONGSHENG519","福清宏鑫储运有限公司"
"AMWUUPL","东莞市南城天时货运代理部"
"GXZYGJ","黄盛滔"
"WHJYTYQCC","五河县建业体育器材厂"
"W604530369","从前程（个人）"
"NQTTQN","东莞市力捷商贸有限公司"
"7272576","扬州市邗江区杭集利华印刷厂"
"XYBNDZ","深圳市芯宇百年电子科技有限公司"
"ZHANGYU1989090","中山新雨家具安装送货服务公司"
"SINUO262710","苏州思诺思维商贸有限公司"
"YITAIJJ","佛山市顺德区乐从镇屹泰办公家具厂 "
"WEIYUAN5678","魏德高"
"HZGOLDENCOAST","杭州金海岸国际货运代理有限公司"
"LIAOJIHUA888","无锡市万家利货运有限公司"
"MADA18602775768","东莞市万鑫机电有限公司（销售部）"
"HUJIA54","上海越航货运代理有限公司"
"TJJGWL","天津江广物流有限公司"
"HAOYANG15","尚雅工艺饰品公司"
"CZKJWL","常州市坤杰运输服务部"
"NJHUAYUANWULIU","上海花源物流有限公司"
"TB089820","江西安泰物流有限公司"
"QILI2156","广州齐力物流有限公司"
"SHENZHENBAOAN100","深圳飓风物流有限公司"
"FENGWEI1002","江西省贵溪市和福酒坊"
"HYM363535929","上海吉吉物流有限公司"
"QIYANSHICAI","南阳市奇岩天然石材有限公司"
"JSD25835386","深圳市佳速达物流有限公司"
"DGLUJIA2011","东莞市路佳货运部"
"KCLLOGISTICS","广州凯骋物流有限公司"
"CHENJIAN2011817","上海恒丰物流有限公司总部"
"LIUWEWU","刘文武(个体经营)"
"YANGAWEI88","杭州宏顺物流有限公司"
"SHHX","上海昊昕物流有限公司"
"HDZHAOYINGJIE","依若网店(支持支付宝）"
"LEEPIVX","东莞市通耀国际货运代理有限公司"
"LEGENDAOL","北京市昌平区宝源公司"
"L292781231G","连云港鼎鑫国际货运代理有限公司业务部"
"XINJIAWL","鹤山市桃源镇新佳货运代理服务部"
"CHXCH126","凰羽城红木家具厂"
"SHHAIJIAN","上海海健货运代理有限公司"
"SYSYFS","上虞市绎发伞厂"
"CYSHIPPING","华创国际货运代理（上海）有限公司天津分公司"
"WXSBSM","无锡鄂龙工贸有限公司"
"YOMOCO","上海力隆物流"
"DGYSZJC","东光县永盛制镜厂"
"FLIPFLOP2011","魏进乐"
"W1JUN2ABC","武汉丽新装饰材料经销部"
"LOUXUANHENG","楼宝全（个体经营）"
"CQBRWL","重庆邦瑞货运有限公司"
"YNWHAME","深圳市浩华物流有限公司"
"XINGMAWULIUYEWU","苏州市星马物流有限公司承运部"
"WBYRAN","儿童书籍批发零售"
"ZHMIN322","湖北宜化"
"YWAKM","义乌市奥科曼医疗器械有限公司"
"ALI150020121","大卫造型室"
"QDWANGYANG","海程邦达国际物流有限公司"
"SHUOZI999","优酷货物运输代理(上海)有限公司"
"LINGXIAOXIANG973","凌小湘（个体经营)"
"HAPPY79","浙江省物流服务有限公司"
"CHUANGXINBIZHI","北京创新景象经贸有限责任公司"
"XIAOLONGBOYUN","上海笑龙轿车驳运有限公司"
"ZHOUBO3629483","苏州晟邦货运有限公司"
"HUANGHONGPING1688","黄红平（个体经营）"
"KANGOZHU","XXX"
"BEN8584","何威"
"HZFUYOU","杭州福佑货运代理服务有限公司"
"WANGQIN800820","广州市盛日国际货运代理有限公司总部"
"FENGDANLOG","上海枫丹物流有限公司"
"TJLXD2112","天津利兴达货运公司"
"YIWUWUDAOBAGAN","义乌市莲草电子商务商行"
"FANGJIEWULIU518518","常州方杰物流有限公司"
"YFPP1888","苑锋"
"AIXIAOTU","山西勺熊实业有限公司"
"QJL13566363621","宁波九程医药科技有限公司"
"ZPHUANQIU","邹平县冠赢五金交电经营部"
"A516923147","广州翰唐恒贸易有限公司"
"MINGSHUN56","铭顺物流（上海）有限公司"
"SFBZYXH","莒南双丰包装材料有限公司"
"ZHENGHAO9632105","苏州市正浩运输有限公司"
"XBLASER","聊城市东昌府区信邦激光设备有限公司"
"GUJF2010","深圳超运国际货运代理有限公司"
"SU4991","普宁兴盛防静电制品厂"
"WXGHWL","苏州冠航物流有限公司"
"QQ625153340","浙江省航球物流有限公司"
"LENOVOWU2012","九江恒通物流"
"YWLWG2008","义乌市伯顿印花厂"
"JORDANDUNG","东莞一航国际快递有限公司"
"QZBFB","浙江老树根油茶开发股份有限公司"
"DDLOVELSW","江阴市华丰快运有限公司"
"ZHEJIANGF","深圳市立方速国际货运代理有限公司"
"SETVEN3","刘红瑶（个体经营）"
"SZBJWL","深圳市邦君物流有限公司业务部"
"HCWL568","广州市海川物流轿车托运公司"
"KEVINCXL","山东省济南市平阴县金城化工厂"
"TBLEEHOMBESTLOVE","北京东丽佳国际物流有限公司"
"YANKILL2005","山东路达光电科技有限公司"
"YHKANGYA2009","上海翼航快递有限公司"
"MINGYAGLASSES","罗洪亮"
"HEXYWSK18","东莞宝奇隆眼镜制造有限公司"
"PHL88888_DU_CORP","无锡来顺运输有限公司"
"SHD1997","上海恒迪物流有限公司；"
"XINDA201201","海盟快递"
"XIANGXINHZ","杭州翔欣运输有限公司"
"JMANDI","蓬江区安递货运代理 部"
"SUNDAPOST1688","深圳市上大邮通货运代理有限公司"
"SEEKERCHAN8009","昆明昆联货运有限公司"
"PA5688","寿光市收获物流中心"
"KEWEN918","东莞市安隆物流服务有限公司"
"WXSHENGDAWULIU","无锡胜利达物流有限公司"
"WEILONG56","常州市立祥货运公司"
"AAA731021","兰州天目物流有限公司"
"QIU289","苏州瑞达物流有限公司"
"SZJLTOOL","张海方"
"F598784831","陈川飞（个体经营）"
"CNMSBMW","沃尔德物流有限公司"
"HUYU520WJ","温州市鹿城区小福网络代理有限公司"
"ABC198722","强子个体营业"
"STJINHONG","汕头市金泓塑料工艺有限公司"
"NTXHQ","南通新环球物流有限公司总部"
"MORTON2007","北京长顺旺物流有限公司"
"DLYIDA56","大连易达物流有限公司"
"XIAOSUNKAI","阿里 88"
"YANGLIN755","东莞市长安嘉能五金经营部"
"LYUAN333","苏州雅威贸易有限公司"
"PET86","海南mini宠物会所"
"ZHAOHUI201005","赵占辉（个人）"
"DHFH58","北京东辉飞鸿国际速递有限公司"
"HEBSUNNY","沧州市万基管业有限公司"
"CUCKOOEXPRESS","广州布谷鸟国际货运代理有限公司（深圳分公司）"
"LSH19890408","上海友商快递服务有限公司-营销部"
"Y551866881","港中能达物流快递北海分公司"
"DS100301","香港东升国际物流（东莞）有限公司"
"LJW536839779","茂名市茂南区鳌头天尚牛仔贸易部"
"TJJXWL","天津市聚鑫物流有限公司"
"LIUMMAOZOU","山西大同宏运水暖经销部"
"DGHC2011","广州惠昌物流有限公司"
"JANESHEN75","天津迈拓国际货运代理有限公司"
"GANXU1126","鹰通物流（深圳）有限公司—业务部"
"RICHLIZONG","海航天天快递成都高新西区分公司"
"ZI110110","河北景县管业"
"YY15011765","依媚儿(个体经营）"
"XYP5187518","深圳市康义康科技有限公司"
"KATONG668","王建新（外贸童装个体经营）"
"LIULEI1355","武汉广雷运输有限责任公司"
"ANSHIWULIU","深圳市安时物流有限公司"
"ADD56","深圳市安达达货运代理部"
"DGANJIEHY","东莞市顺安货运有限公司"
"LIXIUHUI222","东莞市万盛电脑科技有限公司"
"8880181","天津市振东天宇物流有限公司（总经理部）"
"HUHONG1990","深圳市神州龙物流公司业务部"
"MYFAVER","鲲鹏恒通( 北京)货运代理有限公司"
"ZHANGGUOSHUN8","金阳办公家具厂"
"XUZHIFANG2009","义乌市荣湖电子商务商行"
"HXZSHYB","杭州萧山中商货运部"
"NOKIAX5","陈村明（个体经营）"
"RIAN491042419","芜湖闽粤物流有限公司"
"YONGXIN20110301","永欣五金工艺制品厂"
"DWJ1501312926","牧冠针织有限公司"
"ZXFS168","上海钲兴服饰有限公司"
"LFYP2009","昆山市开发区飞宇劳防用品经营部"
"ENSWELL","世纪前沿教育科技有限公司"
"ABSGPPS","浙江省天台天羽滤网实业公司"
"Y821263926","群英物流有限公司"
"WXGUBIN","无锡米塔尔钢铁贸易有限公司"
"AJDLUFG","东莞市宏雅胶袋有限公司"
